customer_id,age,monthly_spend,visits_30d,support_calls,membership,region,signup_date,device,churn
C10153,69,49779.0,7,2,Basic,Busan,2024-11-26,iOS,0
C10154,26,43602.0,5,2,Silver,Daegu,2023-10-27,Android,0
C10155,30,72189.0,4,2,Basic,Daegu,2026-05-16,iOS,0
C10156,35,64993.0,7,1,Basic,Daejeon,2023-10-27,Web,0
C10157,55,63974.0,9,0,Basic,Seoul,2025-05-12,iOS,0
C10158,41,58145.0,10,0,Basic,Daegu,2023-02-23,iOS,0
C10159,37,64545.0,5,4,Basic,Daejeon,2023-12-27,Android,0
C10160,33,58923.0,10,1,Silver,Seoul,2024-02-15,Android,0
C10161,31,80973.0,5,0,Silver,Seoul,2026-01-27,iOS,0
C10162,59,82521.0,11,0,Basic,Daejeon,2025-08-24,Android,0
C10163,57,82490.0,2,0,Basic,Daegu,2024-05-11,iOS,0
C10164,28,47779.0,8,0,Basic,Busan,2023-09-10,Android,0
C10165,20,44552.0,7,2,Basic,Daegu,2024-03-01,Android,0
C10166,46,65091.0,5,1,Silver,Busan,2023-06-14,iOS,0
C10167,42,36146.0,5,2,Silver,Busan,2024-08-02,iOS,0
C10168,68,91062.0,9,1,Silver,Busan,2025-11-29,iOS,0
C10169,57,45889.0,9,2,Gold,Daegu,2024-10-16,Web,0
C10170,52,36075.0,8,1,Silver,Daegu,2023-10-27,iOS,0
C10171,23,65417.0,8,1,Basic,Seoul,2024-10-21,Android,0
C10172,27,78750.0,7,3,Silver,Busan,2023-02-04,iOS,0
C10173,52,35973.0,11,4,Silver,Busan,2025-03-04,Android,0
C10174,38,56228.0,7,1,Gold,Daejeon,2026-02-09,Android,0
C10175,50,49916.0,6,0,Basic,Busan,2025-06-19,Android,1
C10176,32,11520.0,9,1,Basic,Busan,2023-12-09,Android,0
C10177,59,77131.0,6,5,Silver,Busan,2024-03-27,Android,0
C10178,53,72755.0,12,0,Basic,Busan,2024-12-27,iOS,0
C10179,61,98487.0,4,0,Silver,Daegu,2025-02-28,Web,0
C10180,34,17296.0,10,3,Basic,Seoul,2023-05-02,iOS,0
C10181,61,57641.0,9,3,Basic,Daegu,2026-04-29,iOS,0
C10182,27,52108.0,4,1,Silver,Busan,2023-12-25,iOS,0
C10183,44,86800.0,10,0,Gold,Seoul,2025-05-17,iOS,0
C10184,55,56915.0,6,2,Gold,Seoul,2025-05-18,iOS,1
C10185,38,84684.0,8,2,Basic,Daegu,2023-08-15,Web,0
C10186,37,111709.0,4,3,Basic,Seoul,2025-11-06,iOS,0
C10187,56,74253.0,6,1,Basic,Busan,2024-02-20,Android,0
C10188,43,54434.0,3,2,Basic,Daegu,2024-12-17,Android,0
C10189,22,39598.0,8,2,Silver,Daegu,2023-11-14,Android,0
C10190,37,74832.0,12,1,Silver,Seoul,2023-01-28,Android,0
C10191,63,64947.0,6,2,Basic,Seoul,2023-03-21,iOS,0
C10192,46,69385.0,3,1,Silver,Daegu,2023-11-02,iOS,0
C10193,54,55941.0,5,1,Basic,Daegu,2024-03-02,Android,0
C10194,47,82463.0,7,3,Basic,Daejeon,2023-12-08,Android,0
C10195,36,85536.0,8,1,Basic,Seoul,2024-12-17,Web,0
C10196,57,71600.0,5,2,Basic,Daegu,2023-09-02,Web,0
C10197,63,68252.0,9,3,Basic,Daejeon,2024-11-26,Android,0
C10198,27,64337.0,7,1,Silver,Seoul,2026-03-14,Android,0
C10199,37,59391.0,11,1,Silver,Seoul,2026-05-01,Android,0
C10200,20,56626.0,10,0,Silver,Busan,2024-06-23,Android,0
C10201,64,59384.0,11,4,Gold,Daejeon,2023-09-21,Android,0
C10202,32,78111.0,7,2,Silver,Daegu,2025-10-08,Web,0
C10203,40,41455.0,7,2,Basic,Busan,2024-12-23,iOS,0
C10204,64,55002.0,5,1,Basic,Seoul,2023-06-12,Android,0
C10205,57,87773.0,8,0,Silver,Seoul,2026-03-12,Web,0
C10206,32,75950.0,5,3,Basic,Seoul,2023-10-28,Android,0
C10207,51,43448.0,5,1,Basic,Seoul,2025-08-20,Android,0
C10208,35,40395.0,7,0,Silver,Daejeon,2023-05-16,Android,0
C10209,29,25104.0,4,2,Silver,Daegu,2023-01-21,Web,0
C10210,44,94124.0,10,1,Silver,Busan,2023-02-28,iOS,0
C10211,41,53036.0,6,1,Silver,Seoul,2023-10-26,Android,0
C10212,57,57634.0,3,2,Gold,Daejeon,2023-07-07,Web,0
C10213,23,72337.0,14,1,Basic,Daejeon,2023-05-21,Android,0
C10214,49,71852.0,8,7,Gold,Daegu,2026-05-21,iOS,1
C10215,42,25936.0,4,2,Silver,Seoul,2024-09-26,Web,0
C10216,56,63074.0,8,0,Silver,Daejeon,2024-09-10,iOS,0
C10217,23,19173.0,6,3,Basic,Seoul,2025-03-24,iOS,1
C10218,65,5000.0,6,2,Silver,Daegu,2026-02-25,Android,1
C10219,37,120128.0,10,0,Basic,Seoul,2026-03-29,iOS,0
C10220,42,53698.0,9,1,Basic,Busan,2025-08-01,Android,0
C10221,58,69827.0,4,0,Gold,Busan,2023-11-19,Android,0
C10222,53,52493.0,7,0,Silver,Busan,2024-01-15,iOS,0
C10223,57,56872.0,6,2,Basic,Busan,2023-05-11,Android,0
C10224,62,59588.0,5,1,Basic,Daegu,2023-04-02,Android,0
C10225,49,48228.0,5,1,Basic,Seoul,2024-06-30,Android,0
C10226,42,80632.0,8,1,Basic,Seoul,2026-03-26,Android,0
C10227,50,63583.0,9,3,Gold,Busan,2025-03-21,Android,0
C10228,38,48121.0,11,2,Silver,Seoul,2023-10-30,iOS,0
C10229,56,13189.0,9,1,Basic,Seoul,2025-10-09,iOS,0
C10230,52,34027.0,6,2,Basic,Seoul,2026-04-27,iOS,0
C10231,62,61542.0,8,0,Basic,Seoul,2024-07-18,Web,0
C10232,39,53641.0,8,2,Gold,Seoul,2025-04-04,Web,0
C10233,66,75000.0,6,3,Silver,Seoul,2025-09-09,Android,0
C10234,53,84445.0,2,3,Basic,Daejeon,2024-12-24,Android,0
C10235,32,54451.0,6,0,Gold,Busan,2023-11-08,Android,0
C10236,54,78811.0,6,1,Silver,Daegu,2024-07-11,Web,0
C10237,49,42305.0,10,2,Basic,Daejeon,2025-05-30,Web,0
C10238,41,93881.0,12,3,Silver,Daejeon,2023-03-10,Android,0
C10239,37,44114.0,7,1,Basic,Seoul,2025-10-11,iOS,0
C10240,32,106904.0,11,4,Silver,Seoul,2023-08-13,Web,0
C10241,49,73213.0,5,2,Silver,Daegu,2024-02-09,Web,0
C10242,55,70460.0,3,4,Silver,Seoul,2024-02-21,Android,1
C10243,29,25883.0,8,1,Basic,Busan,2023-12-18,iOS,0
C10244,68,113574.0,6,4,Basic,Seoul,2024-11-09,iOS,0
C10245,67,80833.0,9,0,Silver,Seoul,2025-07-08,Android,0
C10246,48,61325.0,8,2,Silver,Busan,2025-09-23,iOS,0
C10247,24,57777.0,6,1,Gold,Daejeon,2023-01-25,Android,0
C10248,25,99659.0,7,1,Basic,Daejeon,2024-12-25,Android,0
C10249,63,40755.0,9,2,Silver,Daegu,2024-03-08,Web,0
C10250,68,75483.0,9,0,Silver,Seoul,2024-06-10,iOS,0
C10251,24,81189.0,6,0,Basic,Seoul,2025-03-22,Web,0
C10252,66,56787.0,3,1,Basic,Daejeon,2025-06-26,Android,0
C10253,68,,10,1,Silver,Daegu,2025-05-31,Android,0
C10254,29,86839.0,6,0,Basic,Daegu,2025-10-30,iOS,0
C10255,46,48123.0,11,2,Basic,Daegu,2025-11-22,Android,0
C10256,38,95913.0,6,1,Basic,Seoul,2023-08-20,Android,0
C10257,38,67670.0,9,1,Basic,Seoul,2023-08-24,iOS,0
C10258,24,71119.0,4,0,Basic,Daegu,2024-06-18,Android,0
C10259,47,50624.0,7,0,Basic,Busan,2024-08-11,Android,0
C10260,38,77180.0,9,1,Basic,Seoul,2024-10-12,Web,0
C10261,53,48611.0,3,0,Silver,Seoul,2024-06-29,Android,0
C10262,24,109340.0,5,0,Gold,Daegu,2024-11-04,iOS,0
C10263,37,82560.0,5,0,Silver,Busan,2025-11-20,Android,0
C10264,66,51597.0,7,0,Basic,Seoul,2023-06-10,iOS,0
C10265,37,48195.0,6,3,Silver,Busan,2023-05-21,iOS,0
C10266,40,106582.0,1,2,Basic,Daegu,2025-11-07,Android,0
C10267,45,70072.0,6,2,Silver,Busan,2024-01-04,iOS,0
C10268,51,85677.0,11,3,Gold,Daegu,2025-11-23,iOS,0
C10269,36,92183.0,6,2,Gold,Busan,2025-07-27,iOS,0
C10270,52,83957.0,10,2,Basic,Seoul,2024-05-14,Android,0
C10271,38,71507.0,8,1,Basic,Seoul,2025-08-02,Android,0
C10272,36,15977.0,6,0,Basic,Daegu,2024-01-06,Android,0
C10273,58,43958.0,3,2,Gold,Seoul,2023-09-13,iOS,0
C10274,62,30892.0,3,1,Basic,Daegu,2024-01-26,iOS,0
C10275,68,42844.0,10,2,Basic,Seoul,2025-02-07,Android,0
C10276,59,56854.0,5,0,Basic,Seoul,2025-02-20,Android,0
C10277,23,51984.0,7,1,Gold,Busan,2026-06-03,Android,0
C10278,26,61875.0,8,1,Silver,Seoul,2024-12-18,iOS,0
C10279,34,68447.0,7,0,Gold,Seoul,2023-09-02,iOS,0
C10280,64,69581.0,5,2,Silver,Daegu,2023-02-03,Android,0
C10281,35,53244.0,10,0,Silver,Daegu,2024-12-22,iOS,0
C10282,45,42463.0,7,2,Basic,Seoul,2025-04-06,iOS,0
C10283,60,84937.0,8,0,Silver,Daejeon,2025-08-13,Web,0
C10284,29,65994.0,3,3,Silver,Daejeon,2023-07-24,iOS,0
C10285,54,48511.0,5,3,Silver,Seoul,2023-08-06,Android,0
C10286,36,79410.0,11,0,Basic,Seoul,2026-05-27,Android,0
C10287,41,85469.0,6,2,Basic,Daejeon,2024-08-23,Android,0
C10288,29,57313.0,8,2,Basic,Seoul,2024-11-18,Android,0
C10289,34,72346.0,7,0,Silver,Seoul,2024-06-05,iOS,0
C10290,31,95465.0,8,1,Basic,Seoul,2025-02-01,Android,0
C10291,57,63027.0,3,1,Silver,Daegu,2025-10-19,Web,0
C10292,61,65639.0,6,3,,Daegu,2025-05-07,iOS,0
C10293,39,39027.0,11,4,Basic,Daegu,2026-01-11,Android,1
C10294,69,,4,0,Basic,Busan,2023-03-28,iOS,0
C10295,52,85328.0,7,1,Gold,Seoul,2024-04-09,Android,0
C10296,42,87014.0,13,2,Silver,Seoul,2026-02-21,iOS,0
C10297,69,70033.0,12,2,Gold,Daegu,2023-05-25,iOS,0
C10298,66,29197.0,6,1,Basic,Seoul,2024-08-12,iOS,0
C10299,34,,8,1,Basic,Seoul,2024-10-26,Android,0
C10300,50,27394.0,4,1,Basic,Daegu,2025-06-10,Android,0
C10301,21,100811.0,11,0,Basic,Seoul,2023-06-04,Web,0
C10302,66,50311.0,8,2,Gold,Seoul,2025-06-14,Web,0
C10303,44,81554.0,7,2,,Daejeon,2026-05-16,iOS,0
C10304,24,64677.0,7,2,Basic,Daejeon,2023-12-13,Android,0
C10305,26,68793.0,6,3,Basic,Busan,2023-07-03,Web,0
C10306,63,29993.0,7,0,Basic,Daejeon,2025-12-23,Android,0
C10307,32,82089.0,8,3,Silver,Daegu,2023-12-14,Android,0
C10308,43,57929.0,8,1,Silver,Busan,2024-10-20,Android,0
C10309,51,91794.0,7,5,Gold,Daegu,2023-04-16,Android,0
C10310,31,27212.0,6,0,Gold,Seoul,2025-09-29,Android,0
C10311,41,43783.0,5,1,Basic,Busan,2023-09-08,iOS,1
C10312,22,40253.0,12,2,Basic,Busan,2025-03-20,Android,0
C10313,35,39769.0,9,2,Gold,Seoul,2025-04-08,Android,0
C10314,44,81270.0,6,2,Gold,Seoul,2024-07-31,Android,0
C10315,23,34333.0,8,1,Basic,Daegu,2026-05-30,Web,0
C10316,44,38703.0,15,2,,Daejeon,2023-06-03,Android,0
C10317,63,51935.0,4,0,Gold,Busan,2024-10-30,iOS,0
C10318,64,80379.0,7,1,Gold,Seoul,2024-05-03,Android,0
C10319,50,47526.0,5,2,Basic,Daegu,,Android,0
C10320,47,,6,1,Silver,Daejeon,2026-04-19,Android,0
C10321,34,55228.0,7,1,Gold,Daegu,2026-01-01,Android,0
C10322,46,62947.0,7,0,Basic,Daejeon,2025-05-30,iOS,0
C10323,25,86866.0,10,0,Basic,Daegu,2024-06-11,iOS,0
C10324,23,63180.0,2,0,Gold,Daejeon,2025-04-07,Android,0
C10325,68,59012.0,7,1,Silver,Seoul,2024-10-24,Web,0
C10326,35,64759.0,12,0,Basic,Seoul,2025-04-06,iOS,0
C10327,24,19344.0,9,2,Silver,Daejeon,2024-05-13,iOS,0
C10328,42,47385.0,5,5,Basic,Daegu,2023-07-22,iOS,1
C10329,60,25715.0,7,1,Basic,Seoul,2025-09-15,iOS,0
C10330,29,38497.0,10,4,Silver,Busan,2024-02-23,iOS,0
C10331,60,57947.0,5,0,Silver,Daejeon,2023-01-02,Android,0
C10332,41,40616.0,7,2,Gold,Busan,2025-02-08,Web,0
C10333,29,68378.0,7,1,Silver,Seoul,2025-06-20,Android,0
C10334,62,65358.0,8,1,Silver,Busan,2025-04-20,Web,0
C10335,23,67704.0,9,2,Silver,Daegu,2025-04-09,iOS,0
C10336,51,74904.0,9,0,Basic,Busan,2023-03-09,iOS,0
C10337,33,49474.0,11,1,Silver,Seoul,2024-12-05,Web,0
C10338,39,100324.0,2,1,Gold,Seoul,2023-06-05,Android,0
C10339,59,69093.0,7,1,Gold,Seoul,2025-10-22,Web,0
C10340,27,47385.0,4,1,Basic,Daegu,2023-02-17,Android,0
C10341,22,99339.0,4,3,Silver,Daegu,2024-04-29,Android,0
C10342,47,28296.0,6,2,Basic,Seoul,2025-11-28,iOS,0
C10343,42,106225.0,8,1,Basic,Busan,2023-03-25,iOS,0
C10344,50,68065.0,5,5,Gold,Daegu,2024-12-16,Android,0
C10345,45,34464.0,9,1,Silver,Daejeon,2024-09-23,Web,0
C10346,30,116320.0,5,0,Gold,Seoul,2024-02-02,Android,0
C10347,46,71239.0,7,0,Basic,Seoul,2024-09-28,Web,0
C10348,55,71725.0,2,2,Basic,Daegu,2023-03-02,Android,0
C10349,65,60036.0,8,3,,Daejeon,2024-11-10,Android,0
C10350,57,65619.0,7,2,Basic,Daegu,2024-07-14,Web,0
C10351,56,72814.0,5,1,Basic,Seoul,2024-03-19,iOS,0
C10352,22,49909.0,12,1,Basic,Seoul,2026-04-06,Android,0
C10353,22,78674.0,11,0,Basic,Seoul,2026-03-21,iOS,0
C10354,67,40468.0,7,2,Gold,Seoul,2025-01-14,Android,0
C10355,35,89682.0,12,0,Gold,Busan,2024-06-02,Android,0
C10356,19,76138.0,6,1,Basic,Seoul,2026-02-14,iOS,0
C10357,52,,9,1,Basic,Seoul,2023-05-10,Android,0
C10358,20,53665.0,8,0,Silver,Seoul,2025-11-13,iOS,0
C10359,41,76918.0,12,2,Silver,Seoul,2024-10-01,Android,0
C10360,36,86677.0,4,0,Silver,Busan,2025-11-01,iOS,0
C10361,32,27816.0,2,0,Gold,Busan,2023-06-04,Android,0
C10362,68,87402.0,5,2,Basic,Daejeon,2023-01-11,Web,0
C10363,53,110726.0,6,1,Silver,Busan,2024-04-11,iOS,0
C10364,25,47612.0,7,3,Silver,Daejeon,2025-02-17,Android,0
C10365,45,58655.0,8,2,Basic,Busan,2023-04-09,Android,0
C10366,59,59374.0,7,5,Basic,Busan,2026-05-08,Android,0
C10367,60,76095.0,3,2,Gold,Daegu,2024-12-26,Web,0
C10368,35,70972.0,7,2,Basic,Busan,2024-03-19,iOS,1
C10369,43,56804.0,9,1,Basic,Daegu,2025-01-23,Android,0
C10370,36,121568.0,8,1,Basic,Seoul,2024-05-26,Web,0
C10371,26,71545.0,5,0,Gold,Daejeon,2023-07-11,Android,0
C10372,44,49723.0,8,3,Basic,Seoul,2023-03-01,Web,1
C10373,59,83828.0,4,2,Silver,Busan,2023-08-05,iOS,0
C10374,30,54487.0,6,2,Gold,Daejeon,2024-08-01,iOS,0
C10375,38,70396.0,6,4,Basic,Daegu,2023-01-16,iOS,0
C10376,52,103731.0,7,1,Silver,Busan,2023-08-01,Android,0
C10377,22,80452.0,9,1,Silver,Seoul,2023-03-18,Web,0
C10378,44,34267.0,10,0,Basic,Seoul,2024-05-15,Android,0
C10379,67,80103.0,6,2,Basic,Daegu,2025-08-27,iOS,0
C10380,63,57632.0,9,2,Basic,Seoul,2025-12-30,iOS,0
C10381,60,72528.0,13,2,Gold,Seoul,2024-03-03,iOS,0
C10382,63,54647.0,11,3,Basic,Busan,2025-07-24,Android,0
C10383,42,55131.0,2,2,Silver,Daejeon,2025-05-25,Android,1
C10384,48,89586.0,11,2,Basic,Daejeon,2025-06-13,Web,0
C10385,35,38716.0,6,1,Basic,Seoul,2023-04-05,iOS,0
