customer_id,signup_date,age,monthly_spend,visits_per_month,support_calls,membership_type,region,device,satisfaction_score,target_segment
CUST0092,2023-12-09,47,,10,4,VIP,Busan,Android,5.0,3
CUST0093,2024-02-21,49,126.41,18,1,VIP,Incheon,Android,2.7,3
CUST0094,2024-10-14,24,98.59,15,2,Basic,Seoul,Web,4.7,2
CUST0095,2026-01-16,51,26.94,11,1,Basic,Daegu,iOS,3.6,0
CUST0096,2026-02-08,40,47.38,12,3,Gold,Seoul,iOS,3.2,2
CUST0097,2023-07-13,56,218.64,8,4,Gold,Daegu,iOS,3.9,3
CUST0098,2022-06-04,43,92.91,13,0,Basic,Seoul,iOS,3.9,1
CUST0099,2024-03-19,58,240.88,16,0,Gold,Daegu,Android,5.0,3
CUST0100,2023-04-24,53,135.96,3,3,Gold,Daegu,Android,2.8,1
CUST0101,2023-09-11,22,143.63,15,1,Silver,Incheon,Web,2.4,2
CUST0102,2024-01-30,35,107.91,12,2,Basic,Busan,Android,3.8,1
CUST0103,2025-06-14,29,50.4,15,1,Silver,Seoul,Web,3.4,1
CUST0104,2024-01-23,18,203.85,15,2,Gold,Seoul,Web,1.3,3
CUST0105,2023-03-11,18,88.13,7,4,Gold,Incheon,Android,3.6,2
CUST0106,2025-02-09,28,72.35,19,2,Silver,Seoul,Web,3.4,2
CUST0107,2025-01-11,41,166.98,14,1,Basic,Busan,Web,4.6,3
CUST0108,2023-06-28,38,164.06,10,2,Basic,Daegu,Android,5.0,2
CUST0109,2023-03-30,57,159.26,2,1,Silver,Seoul,iOS,1.9,1
CUST0110,2024-04-02,42,124.49,13,0,VIP,Seoul,Web,2.4,3
CUST0111,2025-07-20,33,141.75,9,0,Basic,Busan,Android,4.0,1
CUST0112,2025-08-26,22,85.64,6,4,Silver,Seoul,Web,3.1,1
CUST0113,2022-07-14,49,81.61,14,0,Gold,Incheon,Android,4.1,3
CUST0114,2022-07-17,35,,10,7,Basic,Seoul,Android,3.0,0
CUST0115,2025-09-24,38,76.92,12,3,Gold,Incheon,Android,4.5,2
CUST0116,2024-09-14,50,109.15,12,2,Basic,Busan,Android,3.2,2
CUST0117,2025-09-09,39,,13,0,Gold,Seoul,iOS,3.5,3
CUST0118,2024-03-31,43,91.9,14,5,Basic,Busan,iOS,3.1,1
CUST0119,2026-01-17,56,168.28,13,2,Silver,Busan,Android,2.5,2
CUST0120,2025-09-17,26,246.96,2,0,Basic,Seoul,Android,4.2,3
CUST0121,2023-09-24,24,164.54,8,3,Basic,Incheon,iOS,2.6,1
CUST0122,2022-09-03,50,145.53,10,2,Basic,Daegu,Android,3.2,2
CUST0123,2022-03-28,58,134.43,13,4,Gold,Daegu,Android,3.1,2
CUST0124,2022-02-12,26,153.81,14,3,Silver,Daegu,Android,2.6,2
CUST0125,2025-04-21,46,122.88,16,1,Silver,Seoul,Android,3.1,2
CUST0126,2023-02-02,,143.03,16,0,Basic,Seoul,iOS,3.7,3
CUST0127,2022-11-10,48,101.58,9,0,Basic,Busan,Android,3.7,1
CUST0128,2025-03-02,40,49.87,14,5,Gold,Incheon,iOS,1.9,1
CUST0129,2025-04-26,18,15,5,7,Silver,Daegu,iOS,3.0,0
CUST0130,2024-11-04,52,152.62,8,4,Basic,Seoul,iOS,5.0,2
CUST0131,2024-09-01,27,178.11,18,1,Silver,Busan,Android,5.0,3
CUST0132,2025-12-20,18,128.81,2,3,Basic,Busan,Android,4.7,0
CUST0133,2022-04-18,27,152.56,8,2,Silver,Daegu,iOS,2.9,2
CUST0134,2025-04-08,43,53.0,13,2,Gold,Busan,Android,3.1,2
CUST0135,2024-02-11,25,24.99,8,5,Gold,Seoul,Android,3.2,1
CUST0136,2024-05-17,32,91.5,16,4,,Seoul,iOS,5.0,3
CUST0137,2023-08-29,36,129.44,6,7,Basic,Busan,Android,2.6,0
CUST0138,2022-11-12,42,108.94,12,0,Basic,Busan,iOS,3.6,1
CUST0139,2025-06-04,50,218.39,12,0,Silver,Busan,Web,3.9,3
CUST0140,2025-03-14,34,219.2,5,3,Silver,Busan,Android,2.8,3
CUST0141,2022-04-17,52,124.03,10,4,Gold,Busan,Web,1.1,1
CUST0142,2024-11-17,23,43.2,8,2,Basic,Busan,Android,4.4,0
CUST0143,2024-02-05,46,177.15,14,2,Basic,Seoul,Android,2.6,2
CUST0144,2023-08-11,42,306.79,10,2,Silver,Busan,Android,5.0,3
CUST0145,2022-11-03,50,99.15,15,0,VIP,Seoul,Android,2.2,3
CUST0146,2025-06-29,20,103.24,8,2,Basic,Incheon,iOS,3.2,1
CUST0147,2022-01-04,33,137.1,16,0,Basic,Busan,Android,4.5,3
CUST0148,2024-08-20,32,103.05,4,3,Basic,Seoul,Android,5.0,2
CUST0149,2023-11-12,50,144.7,5,4,Basic,Seoul,iOS,3.2,1
CUST0150,2022-10-04,46,168.11,7,4,VIP,Incheon,iOS,4.1,3
CUST0151,2025-01-17,58,166.75,6,2,Basic,Daegu,iOS,4.0,2
CUST0152,2024-01-24,35,132.5,8,1,Gold,Daegu,Android,3.6,3
CUST0153,2024-11-29,27,151.45,1,4,Gold,Daegu,Web,3.1,2
CUST0154,2025-09-15,38,152.71,6,3,Basic,Seoul,Android,4.0,1
CUST0155,2024-06-09,35,,10,1,Gold,Daegu,iOS,2.5,3
CUST0156,2022-10-20,33,282.04,12,2,Gold,Busan,Web,2.8,3
CUST0157,2025-10-22,49,62.6,8,2,Silver,Seoul,iOS,3.5,2
CUST0158,2022-08-21,28,,9,2,Basic,Daegu,Android,4.0,2
CUST0159,2023-08-08,46,135.72,1,2,Gold,Busan,Web,4.5,3
CUST0160,2023-10-17,23,15,11,3,Gold,Seoul,Web,3.9,2
CUST0161,2024-11-07,29,54.79,7,1,Gold,Busan,iOS,3.2,2
CUST0162,2025-02-03,44,287.48,11,1,Silver,Incheon,Web,2.5,3
CUST0163,2022-06-01,56,213.15,15,3,Silver,Incheon,Web,3.2,2
CUST0164,2022-09-22,46,164.03,16,3,Gold,Busan,iOS,2.9,3
CUST0165,2024-11-28,18,179.67,13,2,Basic,Busan,Android,3.7,2
CUST0166,2022-12-12,57,64.76,10,5,Basic,Seoul,iOS,3.0,0
CUST0167,2022-02-28,25,90.45,14,4,VIP,Seoul,Web,4.1,3
CUST0168,2025-07-08,64,195.45,11,0,Silver,Seoul,iOS,3.7,3
CUST0169,2024-05-01,22,107.73,9,3,Silver,Seoul,Android,3.7,1
CUST0170,2024-01-29,30,133.67,7,1,Gold,Incheon,Android,3.1,2
CUST0171,2024-05-06,33,127.55,11,3,Basic,Incheon,Web,2.9,1
CUST0172,2024-08-14,39,,13,4,Gold,Incheon,Web,2.7,3
CUST0173,2023-07-31,28,130.37,22,3,Basic,Daegu,Android,1.1,1
CUST0174,2024-04-05,18,133.65,7,0,Silver,Daegu,iOS,1.7,1
CUST0175,2025-06-30,30,171.52,8,1,Silver,Daegu,Web,3.1,2
CUST0176,2024-11-08,36,104.94,15,2,VIP,Busan,Android,3.6,3
CUST0177,2025-06-09,36,139.16,18,3,Basic,Busan,Android,3.8,1
CUST0178,2023-09-06,33,179.94,3,0,Silver,Incheon,iOS,2.5,1
CUST0179,2023-06-28,36,131.58,9,3,VIP,Seoul,iOS,2.7,3
CUST0180,2025-10-26,59,110.25,12,0,Basic,Incheon,Android,3.2,1
CUST0181,2025-06-06,39,201.62,10,1,Silver,Busan,Android,2.5,3
CUST0182,2023-10-05,60,76.51,10,1,Basic,Incheon,iOS,3.8,1
CUST0183,2023-01-29,51,113.6,4,1,Gold,Daegu,iOS,2.6,1
CUST0184,2023-12-16,48,118.22,7,7,Gold,Incheon,Android,4.9,2
CUST0185,2022-10-27,18,82.36,10,0,VIP,Incheon,Web,2.4,3
CUST0186,2023-07-10,36,173.84,9,0,Silver,Busan,Web,2.8,2
CUST0187,2022-04-18,55,,15,4,Gold,Busan,iOS,2.8,2
CUST0188,2024-09-01,47,159.0,3,3,VIP,Busan,Android,4.9,3
CUST0189,2026-01-20,31,135.18,15,2,Basic,Busan,iOS,2.2,0
CUST0190,2023-01-17,40,117.75,15,1,Basic,Incheon,iOS,4.5,1
CUST0191,2025-08-06,67,75.42,20,0,Basic,Daegu,Android,4.6,2
CUST0192,2025-08-20,25,112.75,20,1,Basic,Busan,iOS,2.8,2
CUST0193,2024-11-21,38,165.27,10,0,Basic,Incheon,Web,2.0,1
CUST0194,2023-07-01,33,179.13,22,5,,Incheon,Android,1.3,2
CUST0195,2022-11-24,48,116.72,10,2,Basic,Seoul,iOS,2.6,0
CUST0196,2023-03-29,27,,17,0,VIP,Daegu,Android,3.2,3
CUST0197,2025-09-22,40,158.9,15,5,Silver,Incheon,iOS,2.7,2
CUST0198,2025-03-01,48,47.14,8,0,Silver,Daegu,Android,3.7,1
CUST0199,2023-02-25,56,196.96,13,1,Gold,Incheon,Android,2.9,3
CUST0200,2025-10-09,36,67.65,15,1,Silver,Seoul,iOS,3.8,2
CUST0201,2025-01-13,45,47.41,3,4,Basic,Daegu,iOS,3.4,0
CUST0202,2024-02-23,67,125.26,21,4,Gold,Incheon,Android,4.3,3
CUST0203,2025-01-05,18,169.0,9,3,Basic,Daegu,Android,5.0,2
CUST0204,2023-04-16,34,147.87,20,1,Silver,Incheon,iOS,3.5,2
CUST0205,2022-02-02,39,180.69,9,7,Gold,Incheon,iOS,3.3,2
CUST0206,2023-04-25,39,150.49,6,1,Basic,Seoul,Android,2.5,0
CUST0207,2025-10-09,19,107.21,11,1,VIP,Daegu,iOS,4.1,3
CUST0208,2024-05-24,42,93.23,21,0,Basic,Busan,iOS,2.5,2
CUST0209,2024-02-10,35,124.14,6,4,Gold,Incheon,Android,2.6,2
CUST0210,2024-05-03,45,192.53,11,3,Silver,Seoul,iOS,3.7,2
CUST0211,2023-01-26,32,119.6,11,3,Gold,Seoul,iOS,2.2,1
CUST0212,2023-11-13,50,147.03,9,2,Silver,Busan,iOS,4.9,3
CUST0213,2025-12-12,30,,11,3,Gold,Busan,iOS,3.3,3
CUST0214,2024-10-15,46,247.2,2,1,Silver,Daegu,Android,2.6,3
CUST0215,2023-03-30,,151.01,9,0,Basic,Seoul,iOS,3.1,2
CUST0216,2023-05-19,38,120.07,4,1,Basic,Busan,Android,3.3,0
CUST0217,2026-02-09,21,130.35,9,1,Silver,Incheon,iOS,4.4,1
CUST0218,2022-06-02,41,97.83,9,0,Silver,Seoul,iOS,4.4,2
CUST0219,2024-07-22,55,102.42,11,0,Gold,Seoul,Android,3.8,3
CUST0220,2024-12-20,27,184.55,7,0,Basic,Incheon,Android,2.4,2
CUST0221,2022-07-17,36,62.9,9,4,VIP,Busan,Android,3.1,2
CUST0222,2023-05-14,30,123.77,8,1,Basic,Incheon,iOS,2.4,1
CUST0223,2024-02-12,47,127.59,7,0,Gold,Seoul,Android,2.4,1
CUST0224,2022-03-29,35,123.92,14,2,Gold,Seoul,Web,2.4,3
CUST0225,2025-02-28,42,247.4,8,0,Gold,Daegu,Web,3.1,3
CUST0226,2023-09-05,34,101.02,11,2,Gold,Incheon,Web,3.5,3
CUST0227,2025-11-12,43,164.78,13,0,Gold,Busan,iOS,4.0,3
CUST0228,2023-10-31,36,66.02,12,2,Basic,Incheon,Web,1.8,1
CUST0229,2025-06-20,48,138.13,16,2,Silver,Incheon,Android,2.1,3
CUST0230,2022-08-07,36,169.7,14,3,Basic,Incheon,Android,2.3,2
CUST0231,2022-07-03,,201.59,3,3,Silver,Incheon,Android,3.7,2
CUST0232,2025-02-19,35,149.31,7,1,Silver,Seoul,iOS,2.8,2
CUST0233,2022-12-09,66,44.66,8,1,Basic,Incheon,Android,3.0,0
CUST0234,2022-10-05,27,152.95,9,2,Silver,Busan,iOS,3.4,2
CUST0235,2025-05-20,29,256.27,7,4,Basic,Busan,Android,3.7,2
CUST0236,2023-05-12,46,118.02,5,7,Gold,Incheon,Web,4.1,1
CUST0237,2025-01-31,34,169.63,12,0,VIP,Busan,iOS,3.9,3
CUST0238,2022-10-13,58,144.92,14,2,,Incheon,iOS,3.9,1
CUST0239,2024-12-30,33,99.57,6,0,VIP,Incheon,iOS,3.5,3
CUST0240,2023-05-24,18,124.86,8,0,VIP,Seoul,Android,3.6,3
CUST0241,2024-05-31,32,86.93,10,2,Silver,Daegu,Web,4.7,2
CUST0242,2025-10-23,43,145.48,12,5,Basic,Daegu,Android,2.1,0
CUST0243,2026-02-04,26,95.76,10,2,VIP,Seoul,Web,4.1,3
CUST0244,2023-09-07,45,166.96,7,2,Silver,Incheon,Android,2.4,2
CUST0245,2025-02-04,57,154.0,15,2,VIP,Busan,iOS,4.6,3
CUST0246,2025-06-11,47,189.52,14,2,Silver,Incheon,Android,2.9,3
CUST0247,2025-01-04,48,89.72,10,2,Gold,Seoul,iOS,3.6,3
CUST0248,2025-04-17,43,175.07,7,2,Silver,Incheon,iOS,4.1,2
CUST0249,2023-10-04,47,163.69,8,2,VIP,Seoul,iOS,2.7,2
CUST0250,2024-09-23,46,161.68,14,5,Basic,Incheon,Android,2.5,1
CUST0251,2025-06-22,26,66.38,1,0,Basic,Daegu,Web,2.4,0
CUST0252,2024-10-04,49,147.15,13,2,Silver,Incheon,Android,4.3,1
CUST0253,2023-08-15,19,183.23,8,2,Basic,Daegu,Android,4.9,2
CUST0254,2022-03-27,45,182.96,10,0,Basic,Daegu,iOS,3.0,2
CUST0255,2023-12-15,39,70.77,12,4,Basic,Seoul,Android,3.3,0
CUST0256,2025-06-03,42,112.13,12,1,Gold,Daegu,Web,3.6,2
CUST0257,2022-12-11,34,105.45,13,3,Silver,Daegu,iOS,3.5,2
CUST0258,2024-04-22,30,206.8,10,4,Gold,Seoul,Android,5.0,2
CUST0259,2025-10-16,70,45.97,12,1,Gold,Busan,iOS,3.9,2
CUST0260,2023-07-24,33,149.01,6,0,Gold,Seoul,Android,3.1,3
CUST0261,2024-07-27,30,24.07,5,3,Gold,Seoul,iOS,1.8,0
CUST0262,2023-08-04,26,66.28,16,0,Gold,Incheon,Android,1.5,3
CUST0263,2024-07-30,30,191.53,5,1,Basic,Seoul,iOS,2.6,2
CUST0264,2023-09-11,66,142.93,14,4,VIP,Busan,Web,4.3,3
CUST0265,2025-07-05,54,237.45,9,5,VIP,Busan,Android,3.4,3
CUST0266,2024-11-29,32,210.15,11,5,Silver,Busan,iOS,3.4,2
CUST0267,2022-07-02,38,123.2,7,0,Basic,Seoul,Android,4.3,1
CUST0268,2025-10-18,38,104.62,7,6,Gold,Busan,iOS,4.4,2
CUST0269,2025-06-15,48,182.88,18,2,Silver,Busan,Web,2.1,3
CUST0270,2022-10-14,29,29.49,12,2,Silver,Incheon,Android,3.4,0
CUST0271,2025-09-10,39,209.11,11,5,VIP,Seoul,Web,3.3,3
CUST0272,2022-08-19,44,103.76,8,1,Gold,Busan,iOS,2.4,2
CUST0273,2025-03-10,39,208.29,20,4,Basic,Incheon,Web,4.2,3
CUST0274,2022-03-23,,162.99,13,4,Silver,Seoul,Android,3.7,2
CUST0275,2025-01-03,64,67.34,7,3,Silver,Incheon,Android,3.0,0
CUST0276,2025-07-23,32,122.58,12,2,Basic,Daegu,Android,5.0,1
CUST0277,2024-06-08,40,50.6,8,1,Basic,Busan,Android,1.3,0
CUST0278,2022-12-02,51,180.42,17,3,Basic,Busan,iOS,3.1,2
CUST0279,2022-08-30,27,131.14,1,2,Gold,Daegu,iOS,3.3,2
CUST0280,2024-11-12,39,116.7,12,1,Silver,Seoul,iOS,4.7,3
CUST0281,2024-11-08,29,179.84,6,1,Silver,Seoul,Android,3.4,2
CUST0282,2026-01-02,62,131.76,12,2,Basic,Seoul,iOS,2.1,2
CUST0283,2025-10-10,38,72.75,8,4,Basic,Daegu,Android,3.3,0
CUST0284,2023-09-29,,110.02,15,0,Silver,Daegu,iOS,3.7,2
CUST0285,2024-10-07,31,191.73,14,2,Silver,Incheon,Android,2.7,2
CUST0286,2023-12-11,59,128.68,10,0,VIP,Seoul,Android,3.5,3
CUST0287,2024-12-21,26,66.23,15,2,Gold,Daegu,Android,3.4,2
CUST0288,2024-11-30,51,123.92,24,1,Basic,Busan,Web,3.9,3
CUST0289,2025-03-08,18,190.74,2,3,Silver,Incheon,Android,2.5,1
CUST0290,2023-07-11,55,,13,3,Silver,Daegu,Android,4.6,2
CUST0291,2025-01-02,41,261.17,16,5,Silver,Daegu,Android,3.7,3
CUST0292,2025-11-28,26,203.33,5,3,Gold,Daegu,Web,3.6,3
CUST0293,2023-06-17,32,106.87,12,1,Silver,Seoul,iOS,2.8,0
CUST0294,2022-10-14,42,99.25,20,1,Basic,Seoul,Web,2.3,1
CUST0295,2023-06-15,42,143.56,11,1,Gold,Seoul,iOS,3.7,3
CUST0296,2024-08-02,43,119.23,14,2,Basic,Daegu,Android,2.4,0
CUST0297,2023-01-19,64,169.07,3,3,Silver,Daegu,Android,2.5,1
CUST0298,2023-07-27,36,189.04,15,4,Silver,Incheon,Android,2.4,2
CUST0299,2025-12-31,29,168.45,5,0,,Seoul,Web,3.4,3
CUST0300,2022-03-02,,183.39,1,2,Basic,Daegu,iOS,2.5,1
CUST0301,2025-09-07,55,71.83,25,4,,Busan,Android,1.9,3
CUST0302,2022-12-22,39,197.83,13,0,Silver,Incheon,Android,3.6,2
CUST0303,2023-01-21,46,195.9,13,0,Gold,Busan,iOS,3.6,3
CUST0304,2024-09-05,50,,17,2,Basic,Busan,Android,3.5,1
CUST0305,2022-10-30,65,130.53,11,3,Gold,Daegu,Android,3.0,1
CUST0306,2023-11-21,18,66.44,12,0,Silver,Incheon,iOS,4.9,1
CUST0307,2025-02-24,36,158.23,17,6,Silver,Busan,iOS,4.0,1
CUST0308,2026-02-01,29,15,11,1,Basic,Daegu,Android,2.9,0
CUST0309,2025-06-06,57,130.97,2,0,Basic,Daegu,Web,3.6,0
CUST0310,2022-07-01,41,199.84,13,2,VIP,Busan,iOS,3.4,3
CUST0311,2022-08-10,46,56.26,10,0,Gold,Daegu,Android,4.0,2
CUST0312,2022-07-27,38,113.02,6,3,VIP,Daegu,iOS,3.9,3
CUST0313,2023-10-15,49,44.67,3,0,Gold,Seoul,Android,3.6,2
CUST0314,2025-06-10,38,155.81,5,6,VIP,Seoul,Android,3.6,3
CUST0315,2023-01-25,53,76.61,4,3,Basic,Daegu,Android,2.6,0
CUST0316,2024-10-02,26,167.72,16,1,Basic,Incheon,iOS,3.0,2
CUST0317,2025-07-31,45,172.78,7,3,Basic,Seoul,Android,2.8,0
CUST0318,2024-03-04,37,151.96,13,1,Gold,Seoul,iOS,2.6,3
CUST0319,2022-11-06,48,235.05,7,4,Basic,Daegu,iOS,3.3,2
CUST0320,2024-12-06,39,48.39,14,3,Silver,Seoul,Web,1.1,0
CUST0321,2024-11-24,26,163.33,14,0,Basic,Seoul,iOS,4.2,2
CUST0322,2022-09-16,44,51.38,9,1,VIP,Busan,Web,3.4,2
CUST0323,2022-05-18,43,135.89,9,1,Silver,Daegu,Web,3.6,2
CUST0324,2022-11-03,52,166.46,1,1,Basic,Incheon,Android,1.4,0
CUST0325,2023-12-06,48,188.76,11,0,Basic,Daegu,Web,4.4,2
CUST0326,2023-11-10,45,100.1,7,0,Silver,Incheon,Android,2.9,2
CUST0327,2024-10-03,37,113.72,7,2,Gold,Daegu,Android,2.8,2
CUST0328,2024-05-03,50,65.01,14,2,Gold,Daegu,Android,2.9,3
CUST0329,2024-11-21,,115.42,1,4,Silver,Daegu,Web,2.5,1
CUST0330,2023-02-16,40,110.42,9,0,Silver,Busan,Android,3.6,1
CUST0331,2022-09-11,43,94.4,1,3,Gold,Incheon,iOS,3.2,1
CUST0332,2023-06-14,35,92.83,5,2,Silver,Daegu,Android,4.4,1
CUST0333,2025-10-19,38,45.96,9,4,VIP,Busan,iOS,4.0,3
CUST0334,2025-05-16,43,206.93,1,2,Silver,Busan,iOS,4.7,2
CUST0335,2024-07-29,41,92.84,1,0,Basic,Incheon,Web,3.1,0
CUST0336,2025-05-01,38,191.67,6,0,Silver,Daegu,iOS,3.1,2
CUST0337,2025-08-27,31,100.69,12,2,Gold,Daegu,iOS,4.7,3
CUST0338,2026-01-17,36,159.89,12,0,Silver,Daegu,iOS,4.0,2
CUST0339,2025-12-31,52,140.27,7,6,Silver,Busan,Android,2.2,1
CUST0340,2024-08-22,41,197.01,13,0,Gold,Busan,Android,2.9,3
