customer_id,signup_date,age,monthly_spend,visits_per_month,support_calls,membership_type,region,device,satisfaction_score,target_segment
OH0301,2025-10-08,60,154.58,19,5,VIP,Daejeon,iOS,2.7,Platinum
OH0282,2021-02-25,46,71.61,2,2,Basic,Incheon,Android,2.5,Bronze
OH0130,2023-12-24,30,132.55,18,2,Silver,Daejeon,Android,3.7,Gold
OH0350,2025-07-18,34,159.83,14,3,Silver,Busan,iOS,5.0,Gold
OH0088,2022-07-06,47,1500.0,14,4,Silver,Busan,Android,3.6,Silver
OH0255,2024-12-04,50,164.43,18,0,Gold,Daegu,Android,3.7,Platinum
OH0603,2022-02-01,56,100.16,9,1,Gold,Incheon,Android,3.6,Silver
OH0018,2023-03-10,35,143.86,6,2,Basic,Incheon,iOS,2.6,Bronze
OH0053,2022-07-14,47,214.33,12,3,Basic,Seoul,iOS,3.4,Silver
OH0138,2023-10-23,51,186.29,9,4,Silver,Daejeon,Android,3.5,Gold
OH0095,2024-11-13,25,155.13,9,0,VIP,Incheon,iOS,3.8,Platinum
OH0550,2022-11-14,44,161.65,9,3,Basic,Daegu,Android,4.7,Gold
OH0230,2024-02-07,54,96.84,19,4,Gold,Seoul,Android,3.7,Platinum
OH0092,2022-07-02,43,124.9,15,1,Silver,Seoul,iOS,4.4,Gold
OH0347,2021-11-28,75,,21,3,Gold,Incheon,Android,3.2,Platinum
OH0508,2022-04-12,33,149.93,9,1,Basic,Incheon,iOS,3.4,Silver
OH0165,2025-08-27,39,208.6,9,3,Silver,Daejeon,Android,4.0,Platinum
OH0112,2021-04-03,30,128.21,10,3,Silver,Daegu,Android,3.5,Silver
OH0045,2021-10-28,48,11.39,18,5,VIP,Seoul,iOS,2.9,Silver
OH0566,2025-08-09,27,52.87,7,2,Basic,Daegu,Android,4.4,Bronze
OH0335,2023-07-02,44,167.48,12,0,Basic,Incheon,Android,4.4,Platinum
OH0023,2023-06-08,38,192.55,7,3,Silver,Incheon,iOS,4.3,Gold
OH0233,2022-08-15,39,144.81,3,2,Basic,Seoul,Android,4.2,Silver
OH0049,2021-06-06,43,292.02,10,0,,Daejeon,Web,4.3,Platinum
OH0314,2022-03-18,47,152.15,5,3,Basic,Daegu,iOS,3.3,Silver
OH0511,2025-06-02,47,220.32,10,1,Basic,Incheon,Web,3.7,Gold
OH0548,2025-01-05,51,108.06,10,1,Gold,Daejeon,Android,4.1,Gold
OH0253,2025-03-20,46,106.97,10,0,Gold,Daejeon,Android,1.2,Gold
OH0309,2021-07-16,19,170.4,3,1,Gold,Seoul,iOS,2.7,Gold
OH0521,2024-03-16,51,144.73,5,3,Silver,Daejeon,iOS,1.9,Silver
OH0414,2023-01-03,36,49.06,7,2,Silver,Daejeon,Android,3.4,Silver
OH0200,2025-01-12,54,194.83,10,2,Basic,Incheon,Web,2.9,Silver
OH0032,2026-01-24,61,118.94,17,4,,Daegu,Android,3.8,Platinum
OH0312,2022-09-03,101,190.24,7,1,Basic,Seoul,iOS,3.5,Gold
OH0121,2024-03-01,48,166.32,10,3,VIP,Daegu,Android,2.7,Platinum
OH0473,2024-09-02,37,126.15,15,1,Silver,Daejeon,iOS,3.1,Platinum
OH0188,2021-02-20,34,190.98,13,2,Gold,Seoul,Android,5.0,Platinum
OH0614,2023-08-21,43,134.49,15,3,VIP,Incheon,Android,3.8,Platinum
OH0106,2023-04-19,39,127.52,7,3,Gold,Daegu,iOS,2.4,Gold
OH0431,2023-04-17,43,45.55,6,3,Basic,Busan,Web,3.4,Bronze
OH0065,2021-05-02,31,208.42,10,0,Silver,Busan,Web,3.6,Platinum
OH0109,2023-02-24,51,114.01,16,0,Silver,Busan,Android,2.7,Gold
OH0379,2021-05-10,31,110.32,7,1,Gold,Daegu,iOS,3.3,Platinum
OH0133,2022-02-07,30,167.92,7,2,Basic,Incheon,Android,3.1,Gold
OH0358,2024-04-27,39,126.71,7,4,Basic,Daegu,Android,4.5,Bronze
OH0415,2024-07-23,41,154.3,11,2,Silver,Daegu,Android,2.9,Gold
OH0446,2023-02-23,23,189.63,14,6,VIP,Incheon,iOS,3.6,Platinum
OH0399,2021-09-17,36,215.94,9,0,Gold,Daejeon,iOS,4.3,Platinum
OH0526,2022-08-17,51,63.19,16,5,Basic,Daegu,Android,3.2,Bronze
OH0163,2023-05-28,51,132.19,5,3,Basic,Daejeon,Android,4.5,Bronze
OH0275,2023-03-15,34,246.37,9,4,Basic,Daejeon,Web,3.1,Gold
OH0101,2023-03-16,33,72.89,15,2,Gold,Busan,Android,4.1,Platinum
OH0558,2025-11-02,35,224.76,9,0,Silver,Busan,Android,5.0,Gold
OH0479,2023-05-06,39,107.58,9,2,Basic,Incheon,Android,5.0,Silver
OH0227,2025-03-14,47,236.17,14,2,Gold,Daegu,Web,3.4,Platinum
OH0434,2024-03-10,,43.1,4,1,Silver,Daegu,Android,4.7,Silver
OH0496,2023-07-30,42,117.09,15,0,Silver,Seoul,Android,3.3,Gold
OH0618,2023-03-31,46,128.5,16,4,Silver,Daegu,Android,3.0,Gold
OH0444,2025-11-12,30,259.02,11,4,Basic,Seoul,iOS,2.9,Gold
OH0532,2023-02-20,24,84.05,18,0,Gold,Daejeon,iOS,4.1,Platinum
OH0552,2025-01-20,40,184.56,15,0,Basic,Seoul,Web,2.8,Silver
OH0349,2024-06-09,20,167.54,5,1,Silver,Busan,Android,2.8,Silver
OH0050,2024-01-03,39,154.07,14,0,VIP,Daegu,Web,1.9,Platinum
OH0361,2024-08-16,39,137.72,8,2,Silver,Daegu,Android,3.0,Gold
OH0494,2023-03-11,34,101.11,15,1,Basic,Seoul,Android,3.6,Gold
OH0386,2024-11-29,55,163.54,4,2,Gold,Busan,iOS,3.4,Gold
OH0352,2022-05-17,34,142.76,11,1,Basic,Busan,Android,3.7,Gold
OH0609,2024-12-27,37,161.98,13,3,Basic,Busan,Web,1.7,Silver
OH0193,2025-03-25,30,180.1,12,1,Gold,Busan,Android,3.2,Platinum
OH0565,2022-03-06,31,140.93,11,0,Gold,Daegu,iOS,2.9,Gold
OH0079,2025-12-26,69,93.49,6,0,Basic,Busan,iOS,4.0,Silver
OH0497,2023-12-13,37,166.71,18,2,Silver,Busan,Web,2.8,Gold
OH0544,2024-09-26,34,2500.0,11,2,Basic,Daejeon,Android,4.0,Silver
OH0364,2024-11-28,33,132.51,13,0,Silver,Busan,iOS,3.4,Gold
OH0419,2024-11-03,48,128.05,6,0,Basic,Seoul,Android,4.5,Silver
OH0139,2024-03-13,,115.89,4,3,Basic,Incheon,iOS,3.8,Bronze
OH0292,2022-07-30,35,53.25,5,4,Basic,Daejeon,Android,3.0,Bronze
OH0146,2024-03-01,54,65.78,3,3,VIP,Daegu,Android,2.8,Gold
OH0207,2023-06-19,42,178.71,9,4,Basic,Seoul,iOS,3.5,Gold
OH0083,2024-01-20,31,292.75,8,8,Basic,Daegu,Web,4.9,Silver
OH0602,2025-10-23,55,,17,5,Gold,Incheon,iOS,4.2,Platinum
OH0340,2021-10-24,33,,10,3,VIP,Daejeon,iOS,3.4,Gold
OH0279,2023-09-17,35,170.67,15,2,Silver,Daejeon,Web,3.9,Platinum
OH0613,2021-02-19,24,275.82,9,3,Basic,Daejeon,Android,4.1,Gold
OH0228,2021-03-26,36,168.67,5,5,Basic,Incheon,Android,3.3,Silver
OH0409,2023-05-28,31,110.1,19,4,Gold,Incheon,iOS,2.9,Platinum
OH0457,2022-06-02,33,175.64,16,3,Basic,Daegu,iOS,3.3,Gold
OH0135,2023-08-23,55,120.04,8,5,Gold,Seoul,Android,5.0,Gold
OH0024,2022-08-09,46,116.13,12,1,Gold,Daejeon,iOS,2.4,Gold
OH0075,2025-05-31,33,150.43,2,2,Gold,Daejeon,Android,2.3,Silver
OH0031,2024-04-24,42,201.88,11,3,,Incheon,iOS,3.9,Gold
OH0157,2024-06-15,34,144.25,18,5,Silver,Daejeon,Android,4.3,Gold
OH0395,2023-03-29,39,63.07,16,2,Gold,Incheon,Android,4.3,Platinum
OH0294,2025-11-04,49,164.55,15,3,Silver,Busan,Android,2.1,Silver
OH0033,2025-10-14,33,195.15,13,1,Gold,Daegu,Android,2.1,Platinum
OH0376,2021-03-07,38,102.31,15,2,VIP,Daegu,iOS,3.1,Platinum
OH0545,2022-06-16,42,166.28,2,6,Gold,Daejeon,Android,5.0,Gold
OH0147,2024-05-08,50,136.51,12,3,Silver,Daegu,Android,3.5,Gold
OH0506,2021-12-04,40,231.8,6,1,Gold,Daegu,iOS,3.4,Gold
OH0136,2023-12-13,31,10,9,1,Silver,Seoul,iOS,4.9,Silver
OH0235,2025-06-27,34,127.3,21,2,Gold,Daejeon,Web,3.0,Platinum
OH0412,2023-01-11,26,246.36,8,0,Basic,Daejeon,Web,3.0,Gold
OH0134,2023-05-23,18,99.48,1,1,Gold,Incheon,Web,3.4,Silver
OH0123,2022-02-22,48,100.18,7,3,Gold,Busan,Android,2.6,Silver
OH0551,2025-08-05,33,148.81,6,0,Gold,Seoul,Android,5.0,Platinum
OH0202,2021-07-23,51,186.99,16,7,Basic,Incheon,Android,3.7,Gold
OH0161,2025-02-13,40,134.56,10,1,Silver,Incheon,iOS,2.3,Gold
OH0433,2022-01-13,61,145.85,18,7,VIP,Daejeon,Web,2.6,Platinum
OH0008,2022-08-08,48,106.61,8,1,Basic,Seoul,iOS,3.1,Bronze
OH0499,2023-03-27,52,188.41,14,0,Gold,Daejeon,Web,3.9,Platinum
OH0429,2023-11-22,18,165.7,11,2,Silver,Seoul,Android,4.3,Gold
OH0244,2022-01-05,39,246.44,16,3,Silver,Incheon,Web,4.8,Platinum
OH0338,2021-12-28,43,145.78,13,4,Basic,Incheon,Android,3.4,Gold
OH0226,2025-02-12,50,127.91,9,6,Silver,Busan,iOS,3.4,Gold
OH0020,2022-09-15,34,74.45,7,6,Gold,Seoul,Android,3.5,Silver
OH0491,2021-12-29,29,1200.0,10,0,Basic,Daegu,Android,3.5,Silver
OH0086,2025-11-20,51,196.24,10,0,,Busan,iOS,3.3,Silver
OH0393,2022-07-19,53,112.78,21,0,Silver,Busan,Android,3.0,Platinum
OH0041,2021-08-24,36,178.92,12,3,Silver,Seoul,iOS,2.8,Platinum
OH0052,2024-11-07,,78.87,12,0,Gold,Daegu,iOS,4.2,Gold
OH0141,2023-10-11,47,207.09,14,1,Silver,Daejeon,Android,2.9,Gold
OH0549,2023-06-20,34,,12,0,Basic,Incheon,Web,2.3,Gold
OH0589,2021-04-20,60,126.53,15,2,Silver,Busan,Android,3.2,Platinum
OH0567,2025-12-31,18,127.83,12,1,Gold,Daejeon,Android,3.0,Platinum
OH0225,2021-06-14,39,42.71,11,3,VIP,Busan,Android,4.4,Gold
OH0270,2022-04-30,42,117.88,6,2,Basic,Busan,iOS,3.7,Silver
OH0203,2024-05-03,,172.66,5,3,Silver,Busan,iOS,3.2,Silver
OH0541,2021-09-19,51,225.77,15,3,Basic,Daegu,Android,2.8,Gold
OH0229,2025-03-15,,194.0,7,5,Silver,Seoul,Android,4.4,Gold
OH0363,2022-12-09,29,175.94,6,3,Silver,Seoul,iOS,3.2,Silver
OH0029,2021-12-31,42,168.2,10,0,VIP,Incheon,Android,3.8,Platinum
OH0035,2022-01-05,18,136.78,14,2,Basic,Daegu,Web,3.8,Gold
OH0588,2024-12-20,31,127.39,10,5,Silver,Busan,Web,2.2,Silver
OH0289,2025-10-22,34,187.32,5,2,VIP,Daegu,Android,3.3,Platinum
OH0300,2023-10-24,40,178.56,10,2,Silver,Seoul,Web,3.1,Gold
OH0264,2023-10-13,28,277.68,16,3,Basic,Incheon,Web,5.0,Platinum
OH0183,2023-12-03,40,258.9,11,3,VIP,Seoul,iOS,4.8,Platinum
OH0570,2024-01-08,51,58.39,8,2,Gold,Busan,Android,2.6,Gold
OH0388,2022-10-30,27,175.0,7,4,Gold,Daegu,iOS,3.5,Platinum
OH0522,2024-01-15,38,177.82,15,1,Basic,Busan,Android,3.3,Gold
OH0471,2025-11-02,30,227.54,11,0,VIP,Incheon,Android,2.6,Platinum
OH0341,2022-04-26,56,83.41,13,2,Basic,Daejeon,iOS,4.2,Bronze
OH0073,2025-03-28,46,126.65,7,2,Silver,Daegu,Android,3.6,Silver
OH0293,2023-12-26,22,70.12,12,3,Silver,Busan,iOS,3.3,Gold
OH0185,2023-12-11,61,143.73,8,0,Basic,Daejeon,iOS,3.5,Bronze
OH0561,2024-12-04,35,201.44,17,3,Gold,Seoul,iOS,3.2,Platinum
OH0432,2023-12-22,61,109.18,19,2,Silver,Daejeon,Android,3.6,Gold
OH0104,2022-02-16,49,247.81,9,2,Silver,Daegu,Android,3.5,Gold
OH0236,2023-08-10,44,129.42,20,1,Basic,Incheon,Android,4.0,Gold
OH0153,2022-08-05,39,161.63,20,2,Gold,Daejeon,Android,3.3,Platinum
OH0216,2021-05-29,54,58.12,3,2,VIP,Daegu,iOS,3.1,Gold
OH0198,2021-12-03,,153.45,15,2,VIP,Incheon,Android,3.5,Platinum
OH0072,2023-07-29,53,53.44,2,3,Gold,Incheon,Web,3.4,Silver
OH0305,2023-09-15,35,94.11,6,2,Gold,Daejeon,Android,2.8,Gold
OH0373,2022-05-11,46,178.59,4,3,Gold,Daejeon,Android,3.0,Gold
OH0563,2021-07-31,23,76.94,13,0,Gold,Daegu,iOS,4.2,Platinum
OH0421,2025-11-15,36,171.09,20,2,Gold,Incheon,Android,2.0,Platinum
OH0493,2022-05-25,60,171.22,7,1,Gold,Busan,iOS,3.4,Gold
OH0534,2021-11-11,54,132.9,5,2,Silver,Incheon,Web,4.2,Gold
OH0416,2022-09-24,115,175.79,14,5,Gold,Busan,Android,2.7,Gold
OH0056,2024-10-25,37,25.58,18,3,Basic,Daegu,iOS,3.9,Silver
OH0448,2025-05-21,18,97.96,11,1,VIP,Daejeon,Android,2.7,Platinum
OH0573,2025-04-04,39,201.0,19,6,Silver,Busan,iOS,3.7,Platinum
OH0171,2021-06-23,32,136.96,12,1,Gold,Daejeon,Android,2.7,Platinum
OH0250,2021-11-27,43,136.76,8,2,Silver,Daegu,iOS,2.9,Gold
OH0132,2026-01-13,48,50.17,10,2,Basic,Busan,Android,3.9,Bronze
OH0515,2023-12-24,50,202.49,11,1,Silver,Seoul,Android,3.0,Gold
OH0190,2022-11-01,48,263.75,5,0,Gold,Daegu,iOS,4.0,Platinum
OH0450,2024-01-26,32,183.21,20,3,Gold,Incheon,Android,4.1,Platinum
OH0137,2025-02-23,47,220.29,8,2,Silver,Seoul,iOS,4.6,Platinum
OH0440,2025-09-30,55,252.41,17,2,Gold,Busan,iOS,2.4,Platinum
OH0189,2025-01-07,115,133.25,15,3,Basic,Daegu,Android,3.4,Silver
OH0397,2025-06-13,65,13.63,8,3,Basic,Busan,Android,3.0,Bronze
OH0044,2021-07-30,35,173.84,14,2,VIP,Daejeon,Android,2.7,Platinum
OH0097,2021-09-06,108,146.24,8,4,Gold,Incheon,Android,2.1,Gold
OH0295,2024-07-09,49,169.64,14,3,Basic,Incheon,Android,3.1,Gold
OH0313,2024-07-07,62,149.24,20,2,Gold,Busan,Android,4.5,Platinum
OH0311,2022-01-01,49,238.34,90,3,Silver,Incheon,Android,2.9,Platinum
OH0100,2021-09-21,33,150.96,9,1,Silver,Daegu,Android,3.8,Gold
OH0480,2023-11-08,39,122.8,10,0,,Busan,iOS,2.2,Gold
OH0518,2024-01-04,39,202.96,11,1,Basic,Seoul,Android,2.7,Silver
OH0195,2022-09-16,41,155.54,9,3,Basic,Daegu,Web,4.2,Silver
OH0370,2024-07-31,40,185.07,9,7,Gold,Daegu,Android,4.0,Gold
OH0582,2025-04-27,32,179.9,14,3,VIP,Daegu,iOS,3.2,Platinum
OH0246,2022-04-25,31,177.66,10,2,VIP,Daejeon,Web,4.0,Platinum
OH0122,2022-01-10,54,21.26,14,3,Gold,Daejeon,iOS,3.9,Silver
OH0455,2024-02-26,68,41.23,12,2,Silver,Busan,iOS,3.8,Silver
OH0430,2023-07-20,44,215.26,1,5,Gold,Daejeon,Android,2.7,Gold
OH0257,2021-10-04,45,243.34,1,4,Gold,Seoul,iOS,4.8,Platinum
OH0375,2021-11-29,28,,12,0,Gold,Incheon,iOS,4.4,Platinum
OH0126,2024-05-14,54,109.56,11,2,Basic,Busan,iOS,2.9,Bronze
OH0357,2024-02-06,40,170.26,11,0,Silver,Incheon,Android,4.6,Platinum
OH0206,2023-08-31,39,,9,0,Basic,Daejeon,iOS,2.5,Silver
OH0372,2023-09-05,33,149.96,10,0,Silver,Busan,Web,4.1,Platinum
OH0343,2025-10-20,29,35.82,11,3,Basic,Seoul,Android,4.7,Gold
OH0523,2024-05-26,24,187.52,8,1,Basic,Daejeon,iOS,3.2,Platinum
OH0247,2023-01-09,37,70.06,15,3,,Busan,Web,3.2,Gold
OH0322,2023-02-28,41,,15,3,VIP,Busan,iOS,2.8,Gold
OH0204,2023-08-12,32,169.33,13,3,VIP,Busan,Web,3.8,Platinum
OH0619,2021-07-09,33,131.85,2,2,Gold,Busan,iOS,3.9,Silver
OH0208,2023-09-19,32,175.62,9,2,Basic,Daejeon,Web,2.7,Bronze
OH0128,2024-10-31,18,47.46,18,1,Gold,Daegu,Android,4.0,Platinum
OH0571,2024-09-01,28,248.98,1,4,Gold,Seoul,iOS,2.8,Gold
OH0290,2021-08-15,45,234.74,14,0,Gold,Daejeon,Web,3.1,Platinum
OH0398,2025-09-04,30,187.98,8,0,Gold,Seoul,Android,2.2,Platinum
OH0240,2024-09-04,34,178.76,11,4,Gold,Daejeon,Android,2.7,Gold
OH0259,2021-12-06,38,281.03,18,1,Basic,Busan,Android,4.9,Platinum
OH0288,2025-06-07,61,121.75,4,3,Basic,Daegu,iOS,2.3,Bronze
OH0339,2024-12-27,55,116.0,10,0,Silver,Seoul,Android,3.2,Silver
OH0564,2022-06-21,29,224.24,15,3,Basic,Daegu,Android,1.7,Gold
OH0527,2026-01-07,39,167.5,16,0,Silver,Seoul,iOS,3.8,Gold
OH0449,2022-11-04,42,176.81,14,0,VIP,Daegu,Android,4.1,Platinum
OH0217,2023-10-05,39,30.25,12,0,Silver,Incheon,Android,3.0,Gold
OH0315,2026-01-13,38,108.87,12,0,,Seoul,Android,2.7,Platinum
OH0568,2021-02-13,41,122.71,10,0,Gold,Incheon,Android,3.2,Gold
OH0034,2024-09-25,41,134.17,5,2,Basic,Incheon,Android,3.5,Silver
OH0037,2022-02-17,68,84.74,13,3,Silver,Incheon,iOS,3.5,Gold
OH0539,2023-12-23,39,169.32,2,2,Basic,Incheon,Web,2.8,Silver
OH0070,2024-10-18,42,147.8,9,4,Gold,Incheon,Android,3.8,Gold
OH0196,2026-01-23,46,146.22,8,0,Basic,Incheon,Android,4.2,Silver
OH0351,2025-06-30,64,136.23,27,0,Basic,Daegu,iOS,4.2,Platinum
OH0472,2023-01-31,42,251.32,7,2,Silver,Daejeon,Android,4.4,Platinum
OH0154,2025-05-05,31,65.09,8,0,Basic,Incheon,Android,5.0,Silver
OH0158,2023-12-10,37,93.54,18,1,Gold,Daegu,iOS,3.1,Platinum
OH0611,2021-11-15,49,62.35,4,0,Gold,Daegu,Web,4.1,Gold
OH0445,2023-03-12,30,121.27,10,0,Basic,Seoul,Android,3.5,Silver
OH0394,2022-09-20,35,104.58,21,1,Silver,Daejeon,Web,2.8,Gold
OH0129,2023-01-06,39,138.47,8,0,Silver,Seoul,Web,3.2,Silver
OH0436,2023-08-05,31,223.9,12,3,Gold,Daejeon,iOS,4.8,Platinum
OH0038,2025-02-17,31,190.54,8,0,VIP,Busan,Android,3.1,Platinum
OH0099,2023-11-03,42,96.39,4,2,Basic,Daegu,iOS,4.0,Silver
OH0390,2025-09-23,35,84.73,6,0,VIP,Incheon,Web,3.9,Platinum
OH0410,2021-12-29,46,178.62,14,0,Basic,Daegu,Android,3.4,Gold
OH0510,2025-06-05,40,175.33,8,2,Silver,Daejeon,Web,1.7,Silver
OH0384,2021-08-03,45,108.63,10,3,Gold,Busan,Android,2.8,Gold
OH0093,2023-08-16,28,201.92,19,0,Silver,Seoul,Web,3.2,Platinum
OH0187,2025-08-30,31,127.72,16,1,Gold,Incheon,Web,2.9,Platinum
OH0012,2023-01-16,40,197.18,15,4,Silver,Incheon,Android,2.5,Silver
OH0169,2025-11-12,22,154.37,5,0,Basic,Busan,Android,1.3,Silver
OH0151,2025-03-22,22,165.9,11,3,Silver,Daejeon,Web,4.3,Gold
OH0283,2022-09-02,,204.96,11,3,VIP,Incheon,Android,2.4,Platinum
OH0553,2024-01-12,44,37.84,15,1,Silver,Seoul,iOS,3.1,Silver
OH0485,2025-07-07,18,214.62,10,2,Gold,Daejeon,iOS,4.7,Platinum
OH0118,2023-07-23,18,271.23,4,3,Gold,Daegu,iOS,5.0,Platinum
OH0080,2025-11-29,43,126.04,6,6,Silver,Seoul,iOS,4.7,Gold
OH0562,2025-11-29,40,208.12,13,1,Basic,Busan,Web,2.6,Silver
OH0095,2024-11-13,25,155.13,9,0,VIP,Incheon,iOS,3.8,Platinum
OH0231,2021-03-26,36,87.31,12,5,VIP,Seoul,Android,2.8,Gold
OH0098,2024-08-30,18,110.52,8,5,Gold,Daegu,Android,2.8,Gold
OH0211,2023-06-23,45,180.35,14,2,,Daejeon,Android,3.3,Platinum
OH0426,2022-06-25,39,177.14,7,3,Gold,Busan,iOS,3.8,Platinum
OH0392,2025-05-02,42,191.38,17,3,Basic,Daegu,Android,3.2,Gold
OH0326,2024-09-11,52,98.26,15,0,Silver,Incheon,Web,5.0,Platinum
OH0179,2024-04-27,40,158.84,14,3,Basic,Daegu,Android,4.0,Gold
OH0581,2024-12-30,26,135.5,15,2,Silver,Incheon,Android,5.0,Platinum
OH0260,2025-12-11,40,247.74,17,4,Silver,Daejeon,iOS,4.2,Platinum
OH0028,2021-09-16,48,257.85,9,4,Silver,Busan,iOS,4.6,Platinum
OH0547,2025-05-06,19,59.44,12,3,VIP,Daegu,Web,3.2,Silver
